Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints
85,2,5,65,0
84,5,3,146,0
7,11,1,71,0
15,13,1,69,0
59,17,1,110,0
44,21,3,97,0
54,11,2,106,0
81,3,8,67,3
66,1,1,88,0
0,23,8,74,0
88,26,2,113,1
35,14,1,61,1
38,29,1,119,0
62,6,1,110,0
35,30,3,137,0
44,8,3,80,0
41,17,9,117,1
69,31,6,66,4
10,4,2,94,2
76,3,1,62,0
17,13,2,122,0
26,10,1,125,0
14,27,3,69,0
62,11,8,76,0
42,6,2,212,3
57,21,1,61,0
35,25,1,86,0
23,0,8,62,0
64,14,4,118,0
1,10,5,101,0
17,22,1,95,0
13,33,1,100,0
32,25,1,67,0
32,23,7,70,0
65,5,2,64,1
65,11,2,130,0
85,10,3,71,0
19,22,1,69,0
6,25,1,87,2
53,33,7,87,1
3,5,2,117,0
68,30,1,101,1
7,15,1,73,0
79,33,6,68,0
83,3,2,67,0
69,7,1,121,0
15,9,3,95,0
12,35,1,64,2
13,28,1,68,0
22,3,2,115,0
32,14,2,187,0
48,26,3,61,4
27,32,2,63,0
3,19,1,104,0
51,8,2,97,0
44,2,1,100,0
57,17,4,70,1
3,16,2,65,0
59,9,1,117,1
74,12,1,64,0
63,32,1,74,0
89,16,1,115,0
45,10,6,104,0
26,4,2,74,0
66,21,2,77,0
57,28,3,222,0
64,3,8,110,0
55,12,3,71,0
0,22,7,69,2
84,24,3,71,0
2,2,1,89,0
22,28,5,67,0
85,22,9,91,0
4,20,1,71,0
73,3,1,122,0
20,17,6,94,0
17,7,3,77,0
46,5,1,98,0
44,23,3,67,0
53,14,2,72,0
12,29,1,92,0
3,3,7,108,0
11,34,3,61,2
67,10,1,72,1
54,11,2,106,0
79,33,2,131,0
59,13,1,66,0
10,31,3,252,0
89,25,2,119,0
56,3,2,105,0
72,20,1,65,0
51,35,9,82,0
35,4,2,79,0
22,8,1,115,0
75,2,2,115,0
77,26,2,131,2
91,19,1,90,0
83,9,2,86,1
19,8,1,73,0
77,3,8,65,0
66,15,8,66,0
5,29,2,96,0
2,6,1,62,0
9,14,1,71,0
18,15,1,119,0
20,10,2,239,0
27,25,6,103,0
11,24,1,116,0
21,18,2,66,0
94,20,3,122,0
12,5,9,62,0
22,4,2,100,1
23,28,9,68,1
26,10,3,63,0
0,11,1,226,0
51,4,2,198,0
41,29,3,115,4
14,10,5,61,0
31,0,1,72,0
94,7,7,70,0
1,16,2,102,0
81,26,1,62,0
9,25,1,126,1
42,6,2,69,0
6,12,1,92,4
35,4,1,193,0
69,19,2,62,0
3,29,3,100,0
0,3,6,67,0
1,16,7,68,0
51,1,3,103,0
80,26,7,194,0
70,16,8,112,0
21,25,2,72,3
62,26,1,71,1
41,23,2,63,0
65,11,2,180,0
23,20,1,65,0
25,29,4,127,0
99,4,1,67,0
18,18,2,82,0
23,11,5,95,0
53,8,8,122,0
43,13,2,66,0
98,15,3,71,0
55,7,1,99,0
60,25,1,90,0
73,9,3,61,4
95,19,1,69,0
57,13,2,114,0
51,2,1,112,0
36,3,3,93,0
15,11,1,66,0
23,8,2,84,0
93,16,1,65,0
61,21,6,65,0
18,8,3,74,0
20,23,2,112,0
92,14,4,64,0
19,13,1,77,0
5,8,2,72,1
60,24,2,74,0
13,30,1,103,2
92,6,2,74,0
38,10,2,85,0
49,28,1,124,0
40,12,9,67,0
45,14,1,74,1
77,10,1,96,0
57,10,3,81,0
66,16,3,67,0
31,17,1,132,0
12,7,3,103,0
51,3,4,65,0
60,20,3,107,0
16,3,3,109,0
4,31,9,104,0
96,25,2,64,1
76,17,7,69,0
60,19,5,69,0
1,12,1,61,0
4,16,2,65,0
52,21,9,70,0
19,32,2,63,0
65,4,4,90,0
17,26,1,64,0
9,12,2,73,4
38,2,2,73,3
33,4,8,109,0
90,24,2,117,0
29,35,1,113,0
71,6,7,110,0
10,15,1,148,0
38,4,3,70,0
3,9,5,66,0
12,0,7,83,0
48,4,8,112,0
20,33,2,84,0
14,28,7,107,0
4,0,5,87,0
50,24,4,81,0
7,0,2,88,0
99,23,1,218,0
0,13,1,111,0
38,14,1,94,1
30,31,3,68,1
97,19,9,108,0
62,1,2,109,0
66,15,8,66,0
3,22,3,63,0
68,32,1,70,0
12,15,1,77,0
34,27,3,72,0
19,2,8,71,0
74,11,1,61,1
66,2,9,64,0
60,15,4,76,1
98,14,1,152,0
78,24,1,84,0
42,21,2,123,0
61,7,6,64,0
98,35,9,68,2
53,24,2,87,0
31,2,7,129,0
43,3,2,101,1
44,12,2,67,0
63,7,1,63,1
7,13,6,66,0
91,30,7,189,0
65,3,3,107,0
43,1,1,124,0
28,13,9,69,0
82,7,1,206,0
26,14,1,79,0
22,28,5,67,0
72,23,9,63,0
59,7,2,66,0
82,24,3,74,1
45,19,6,114,0
23,26,4,69,0
53,34,1,101,0
25,23,8,110,1
93,35,1,136,0
83,1,1,101,4
84,5,1,61,0
3,35,6,109,0
83,18,1,65,0
5,30,2,65,1
85,0,3,85,0
38,26,3,135,0
28,1,2,70,0
83,31,1,118,0
58,29,3,103,0
16,21,4,113,0
13,2,6,67,0
64,23,3,65,0
69,25,2,112,0
6,6,8,91,1
38,12,2,121,0
73,3,2,63,2
68,0,1,116,4
10,31,5,62,0
77,16,2,66,0
27,23,6,128,0
26,26,1,81,0
33,28,3,118,0
9,22,1,63,0
27,5,6,117,0
22,10,8,79,0
61,4,2,117,0
16,20,4,67,0
57,12,4,119,0
69,33,1,85,0
14,19,1,71,1
7,22,1,68,0
44,20,1,69,0
12,2,2,78,0
46,23,7,61,0
22,6,1,197,0
54,7,1,101,0
32,5,4,106,0
58,29,2,64,0
4,16,1,112,0
36,15,2,101,0
32,27,1,100,1
78,33,1,160,1
59,2,4,80,1
35,14,1,71,0
67,15,8,86,0
3,13,7,63,1
8,15,5,95,0
71,0,2,132,1
85,5,4,73,0
19,7,2,108,1
47,18,2,118,0
41,18,1,72,0
15,18,2,66,0
80,17,1,239,0
23,31,2,101,2
75,12,2,88,0
49,21,6,74,1
26,25,1,68,0
46,23,1,98,0
71,11,6,71,0
15,17,2,67,0
61,7,1,67,0
57,3,1,91,0
62,17,2,92,0
63,15,3,112,0
89,25,2,119,0
5,4,1,67,0
86,33,2,68,0
50,35,2,95,0
47,20,6,66,0
52,23,3,126,0
53,11,9,63,1
3,26,1,124,0
28,34,1,116,2
76,21,3,61,0
78,31,2,196,0
86,19,8,112,1
99,8,9,66,0
94,33,2,151,1
24,13,1,71,0
71,0,2,127,0
0,20,1,69,0
68,19,4,74,0
34,6,1,84,0
68,8,1,69,0
12,5,2,181,0
0,22,2,71,0
52,30,2,103,1
41,31,1,107,0
13,13,5,74,1
94,14,2,69,0
87,19,7,102,0
14,33,3,129,0
0,12,2,122,0
4,23,2,125,0
84,14,1,61,0
52,27,7,63,0
42,27,1,72,0
32,22,3,104,0
95,3,3,101,0
61,21,7,65,0
70,16,8,67,0
81,15,1,88,0
28,24,8,91,0
10,19,1,114,1
59,16,1,92,0
89,29,6,98,0
59,20,1,69,0
0,15,5,62,0
14,27,2,65,0
35,16,2,63,1
15,31,3,69,4
90,35,1,133,0
63,2,2,93,0
99,1,5,62,0
95,18,7,110,3
36,34,1,65,0
19,28,3,105,0
87,17,8,72,0
70,25,5,65,1
56,18,2,135,0
71,35,2,128,0
61,22,1,62,0
78,17,2,98,0
32,25,7,117,0
50,26,8,222,0
93,1,4,63,4
90,8,1,117,0
49,21,1,92,2
39,4,1,113,0
42,7,3,73,1
95,22,3,111,0
57,16,1,61,0
36,5,3,109,4
49,8,1,81,5
56,12,3,63,0
29,4,1,101,0
76,21,6,86,0
89,25,2,119,0
74,0,2,61,0
72,0,2,64,0
34,20,2,70,0
72,30,7,83,0
66,30,2,124,1
20,10,1,71,0
30,4,1,87,0
79,22,8,181,0
33,32,1,160,0
85,5,1,119,0
84,11,9,138,0
62,11,1,82,0
36,5,3,65,0
31,34,2,68,0
26,3,1,64,0
14,6,2,137,1
63,18,1,65,0
57,18,2,62,1
99,17,4,65,0
20,25,1,90,0
17,7,1,86,0
95,30,1,119,0
7,12,1,85,0
87,35,6,69,0
78,11,1,76,0
76,9,1,71,0
29,4,1,108,0
64,17,3,73,0
49,25,2,119,0
24,24,7,98,0
22,8,4,112,1
62,20,1,100,0
55,25,3,113,0
70,0,6,84,0
2,24,1,68,0
58,29,6,71,0
53,1,1,62,0
13,3,1,102,0
77,6,2,127,0
72,5,3,80,0
79,0,7,82,0
60,14,2,63,0
65,32,1,101,0
50,29,3,107,0
75,2,2,68,0
79,18,2,110,0
23,28,1,107,1
86,6,3,82,0
21,25,1,109,1
42,11,5,116,0
33,22,1,119,0
89,25,2,119,0
5,34,2,82,0
91,27,3,113,0
87,19,2,65,0
94,14,2,69,0
15,25,2,124,0
34,4,1,174,0
95,14,1,70,0
82,15,3,68,0
91,6,3,126,0
85,3,2,132,0
66,16,1,67,0
69,3,7,67,0
17,9,1,99,0
62,29,8,71,0
21,1,2,61,0
5,34,2,64,0
68,14,5,78,0
37,16,1,101,0
47,13,2,117,0
38,33,9,114,0
44,17,7,73,0
75,12,2,94,1
31,11,8,186,0
52,30,7,118,0
78,26,7,63,0
75,2,2,198,0
27,2,2,81,0
43,3,1,112,0
68,29,1,86,0
72,7,1,67,0
53,0,5,99,0
29,11,1,117,0
76,2,1,69,0
42,14,1,78,0
4,16,5,71,0
25,22,2,121,0
35,23,1,69,0
79,25,3,62,1
60,1,5,73,0
68,5,9,65,3
75,18,1,95,0
28,0,3,71,0
94,15,3,89,1
94,9,2,73,0
50,4,7,138,1
84,13,6,69,0
6,32,7,122,2
59,29,3,62,0
9,34,2,68,0
44,8,3,76,0
51,28,3,66,0
30,13,8,174,0
10,35,2,111,2
12,5,5,247,3
24,10,2,122,0
70,29,1,71,0
75,18,2,116,0
21,22,8,111,0
51,13,1,70,0
31,26,4,98,0
73,3,2,73,0
48,28,3,64,4
62,3,1,103,0
74,1,1,73,1
43,32,1,107,0
2,8,1,136,0
81,2,2,61,0
35,16,1,66,0
62,0,2,129,0
19,7,3,113,0
48,10,3,68,1
21,23,8,79,3
11,1,5,105,0
97,17,8,65,0
99,8,4,63,3
79,1,1,136,0
23,8,1,65,0
42,0,1,92,0
7,26,1,134,0
74,34,2,119,2
70,10,8,76,1
34,2,2,79,1
31,4,2,92,0
38,17,9,112,0
5,0,3,109,0
77,2,4,115,0
21,0,2,73,1
8,6,1,71,0
5,6,1,110,0
90,4,3,118,5
14,13,2,73,0
79,14,1,103,0
53,24,1,88,0
72,18,1,64,0
12,17,3,92,0
40,4,8,117,0
22,11,1,81,2
0,29,1,67,0
43,27,2,122,0
27,9,5,114,0
85,6,2,73,0
57,16,1,72,0
29,8,2,105,0
87,2,3,116,0
51,3,8,95,4
51,3,1,63,1
59,10,5,132,2
65,17,3,66,0
95,1,1,87,0
20,13,8,102,0
57,23,2,99,0
3,3,9,286,0
10,28,1,108,0
45,9,2,88,0
95,24,1,92,4
79,7,2,72,0
33,4,2,70,0
52,18,1,88,0
63,13,8,68,0
30,2,1,73,1
75,4,1,199,0
33,25,3,94,0
46,12,2,80,1
14,23,1,189,0
90,6,2,105,0
50,28,1,89,0
88,25,1,103,0
43,13,2,66,0
62,9,1,133,0
52,4,2,63,0
88,17,9,71,0
96,6,3,113,0
43,3,1,167,1
13,20,2,84,0
22,17,1,71,0
99,2,2,64,0
78,31,6,63,0
62,11,2,118,0
7,10,2,65,0
68,12,2,74,0
3,18,2,104,0
68,1,2,161,1
41,29,2,110,0
39,21,7,247,0
24,27,3,70,3
68,24,4,133,0
77,16,2,66,0
8,2,1,109,4
43,9,3,73,0
26,27,2,65,0
20,20,1,110,0
58,6,2,63,0
34,2,9,74,0
28,15,6,85,0
32,8,8,61,0
79,16,4,71,0
38,16,2,71,0
39,8,1,73,2
2,1,7,62,1
3,23,2,118,0
88,12,1,118,0
98,8,1,102,0
65,27,2,103,0
84,9,3,72,0
51,20,2,110,0
2,9,7,71,1
69,25,1,68,0
89,27,2,110,0
39,32,1,124,0
61,14,8,96,0
70,7,2,63,0
62,21,9,115,0
55,22,1,72,0
80,12,1,73,0
44,31,1,167,1
2,11,1,63,0
13,25,5,68,0
16,5,3,89,0
72,5,6,77,0
87,25,1,104,0
40,0,1,97,0
66,14,1,65,0
89,4,1,73,1
36,34,2,106,1
65,21,6,112,1
95,11,1,133,0
93,23,1,65,0
86,0,1,112,0
46,31,1,107,1
17,24,1,67,0
36,19,7,68,3
1,29,9,74,1
0,16,4,90,0
49,8,3,103,0
33,34,4,70,0
36,2,1,102,3
34,16,2,67,0
73,16,1,68,0
95,22,2,116,0
79,1,6,105,0
96,8,8,90,0
58,3,2,138,0
19,32,2,63,0
55,7,2,102,0
12,3,1,83,0
69,16,1,112,0
43,20,9,65,2
96,6,1,115,0
14,11,3,73,0
12,16,7,68,0
77,24,6,106,0
57,22,9,71,0
8,19,2,70,0
61,10,2,64,0
79,16,1,62,0
55,8,1,72,1
21,17,4,67,0
31,10,9,63,0
3,10,4,99,0
42,30,1,74,0
61,14,2,176,0
76,21,6,86,0
47,21,5,96,0
78,0,1,64,0
85,30,1,64,0
19,26,8,82,3
0,16,4,213,0
53,24,8,71,0
90,30,1,67,0
54,7,1,101,0
83,26,5,80,0
98,22,1,78,0
70,15,1,107,0
35,16,3,68,1
49,24,2,132,0
20,17,3,101,0
52,27,7,63,0
28,32,1,68,0
21,13,1,138,1
85,14,2,70,0
89,20,1,69,0
20,15,2,92,0
13,26,1,62,0
99,2,7,70,3
65,26,3,83,0
79,0,1,69,0
64,11,1,64,0
13,25,1,70,0
18,34,7,114,1
18,4,2,266,1
14,17,2,86,0
40,34,1,74,0
1,10,1,73,0
95,13,3,113,0
35,2,3,73,1
10,17,5,74,0
61,8,1,102,0
81,29,2,67,0
6,27,2,117,1
39,5,6,115,0
17,20,4,61,2
64,9,3,106,0
4,7,2,89,0
1,16,2,102,0
53,7,1,80,1
44,7,2,64,0
88,1,2,113,0
60,23,1,81,0
52,13,2,90,0
77,1,1,67,1
12,16,2,67,1
92,18,5,72,0
72,8,1,67,0
29,30,3,66,2
75,14,1,81,0
1,3,2,86,2
10,14,3,85,0
66,2,8,73,0
51,10,1,142,0
35,16,3,72,0
29,13,1,65,0
68,28,2,61,0
20,20,1,113,0
43,12,1,96,1
94,3,5,91,0
5,25,1,116,1
84,13,1,102,0
48,28,1,119,1
92,3,1,105,0
26,2,3,68,0
57,6,3,117,0
2,23,3,74,0
19,7,3,61,2
84,21,3,74,0
5,3,5,68,0
59,13,1,66,0
68,0,1,177,0
7,15,2,94,0
97,25,1,104,0
46,22,1,64,0
17,29,1,96,0
23,8,8,116,0
56,7,1,66,0
1,24,4,195,0
59,11,1,67,0
77,28,3,76,3
26,5,9,102,0
5,25,1,153,0
8,2,1,109,0
52,23,1,108,0
59,10,2,109,0
44,7,1,73,1
60,20,1,138,0
48,6,1,84,0
86,6,3,94,0
34,12,2,107,0
59,11,3,69,0
52,4,2,72,0
11,13,3,118,0
30,31,3,68,1
69,30,1,72,5
35,5,1,123,2
66,1,2,97,0
44,8,3,76,0
42,31,2,134,0
35,26,2,185,0
21,25,4,67,0
48,6,3,64,0
58,16,1,104,0
89,18,2,73,0
28,14,1,79,0
37,9,2,85,3
3,34,3,96,0
90,3,1,77,0
